Pathogen,taxa
Vic,3026019154_ZZYULYCR_v1_4|B/Louisiana/01/2019|HA|Victoria|01/08/2019
Vic,3026051542_ZZYUM6U7_v1_4|B/Wisconsin/14/2019|HA|Victoria|04/01/2019
Vic,3026051968_ZZYUM9MY_v1_4|B/Mississippi/03/2019|HA|Victoria|04/17/2019
Vic,3026051751_ZZYUM88A_v1_4|B/Iowa/14/2019|HA|Victoria|04/04/2019
Vic,3026051533_ZZYUM6TP_v1_4|B/Iowa/13/2019|HA|Victoria|03/25/2019
Vic,3026051865_ZZYUM8ZS_v1_4|B/Indiana/05/2019|HA|Victoria|04/10/2019
Vic,3026052201_ZZYUMB3C_v1_4|B/Oregon/04/2019|HA|Victoria|04/23/2019
Vic,3026051715_ZZYUM85A_v1_4|B/Connecticut/05/2019|HA|Victoria|04/06/2019
Vic,3026051714_ZZYUM858_v1_4|B/Connecticut/04/2019|HA|Victoria|03/30/2019
Vic,3026052097_ZZYUMAGL_v1_4|B/Alaska/03/2019|HA|Victoria|04/29/2019
Vic,3026051649_ZZYUM7L1_v1_4|B/Pennsylvania/14/2019|HA|Victoria|03/22/2019
Vic,3026051989_ZZYUMA2G_v1_4|B/Georgia/05/2019|HA|Victoria|04/14/2019
Vic,3026051994_ZZYUM9OE_v1_4|B/Georgia/04/2019|HA|Victoria|04/11/2019
Vic,3026051776_ZZYUM89O_v1_4|B/New_Hampshire/06/2019|HA|Victoria|03/25/2019
Vic,3026020116_ZZYUM3Y8_v1_4|B/North_Dakota/03/2019|HA|Victoria|02/25/2019
Vic,3026052070_ZZYUMA83_v1_4|B/Maryland/17/2019|HA|Victoria|03/29/2019
Vic,3026051741_ZZYUM86Q_v1_4|B/Maryland/15/2019|HA|Victoria|04/10/2019
Vic,3026051911_ZZYUM9DF_v1_4|B/Texas/20/2019|HA|Victoria|04/15/2019
Vic,3026052179_ZZYUMAU0_v1_4|B/District_Of_Columbia/13/2019|HA|Victoria|04/22/2019
Vic,3026052259_ZZYUMBHD_v1_4|B/District_Of_Columbia/14/2019|HA|Victoria|04/16/2019
Vic,3026052033_ZZYUM9X1_v1_4|B/District_Of_Columbia/10/2019|HA|Victoria|04/13/2019
Vic,3026051907_ZZYUM9D7_v1_4|B/New_Jersey/03/2019|HA|Victoria|04/11/2019
Vic,3026051984_ZZYUMA4H_v1_4|B/Florida/14/2019|HA|Victoria|04/16/2019
Vic,2012700680_206010_v1_4|B/Minnesota/04/2011|HA|Victoria|09/23/2011
Vic,2012703374_213927_v1_4|B/Delaware/03/2012|HA|Victoria|03/10/2012
Vic,2012704739_215470_v1_4|B/Washington/04/2012|HA|Victoria|04/11/2012
Vic,2012700913_206133_v1_4|B/Washington/08/2011|HA|Victoria|10/05/2011
Vic,2012704190_213823_v1_4|B/California/03/2012|HA|Victoria|01/20/2012
Vic,2012704190_210144_v1_4|B/California/03/2012|HA|Victoria|01/20/2012
Vic,2012704157_209881_v1_4|B/California/02/2012|HA|Victoria|01/17/2012
Vic,2012704020_207151_v1_4|B/California/11/2011|HA|Victoria|11/03/2011
Vic,2012785499_215733_v1_4|B/Rhode_Island/01/2012|HA|Victoria|04/04/2012
Vic,2012700906_206535_v1_4|B/Hawaii/01/2011|HA|Victoria|09/09/2011
Vic,2012785743_217778_v1_4|B/New_York/03/2012|HA|Victoria|04/12/2012
Vic,2012705192_210872_v1_4|B/Tennessee/01/2012|HA|Victoria|01/18/2012
Vic,2012703052_209101_v1_4|B/Wisconsin/01/2012|HA|Victoria|01/06/2012
Vic,2012703012_208023_v1_4|B/Wisconsin/06/2011|HA|Victoria|12/16/2011
Vic,2012700901_207870_v1_4|B/Michigan/09/2011|HA|Victoria|09/29/2011
Vic,2012700901_206366_v1_4|B/Michigan/09/2011|HA|Victoria|09/29/2011
Vic,2012703179_211308_v1_4|B/Missouri/02/2012|HA|Victoria|02/06/2012
Vic,2012703952_211335_v1_4|B/Massachusetts/01/2012|HA|Victoria|02/19/2012
Vic,2012785157_216432_v1_4|B/Florida/04/2012|HA|Victoria|04/02/2012
Vic,2012705500_214181_v1_4|B/Indiana/01/2012|HA|Victoria|03/14/2012
Vic,2012703840_211182_v1_4|B/Texas/02/2012|HA|Victoria|01/25/2012
Vic,2012785541_216339_v1_4|B/Connecticut/01/2012|HA|Victoria|02/11/2012
Vic,2012784984_214672_v1_4|B/Kentucky/01/2012|HA|Victoria|03/09/2012
Vic,2012704422_213696_v1_4|B/Alaska/01/2012|HA|Victoria|02/13/2012
Vic,2012704047_208251_v1_4|B/Alaska/10/2011|HA|Victoria|11/22/2011
Vic,2012700967_206726_v1_4|B/Alaska/09/2011|HA|Victoria|10/19/2011
Vic,2012785603_216574_v1_4|B/New_Hampshire/06/2012|HA|Victoria|04/16/2012
Vic,2012703415_213904_v1_4|B/New_Hampshire/04/2012|HA|Victoria|03/07/2012
Vic,2012705308_211629_v1_4|B/South_Carolina/01/2012|HA|Victoria|02/14/2012
Vic,2012701479_207226_v1_4|B/South_Carolina/02/2011|HA|Victoria|11/15/2011
Vic,2012703400_213908_v1_4|B/Vermont/02/2012|HA|Victoria|03/13/2012
Vic,2012704818_216216_v1_4|B/Idaho/02/2012|HA|Victoria|04/15/2012
Vic,2012785561_216343_v1_4|B/Maryland/05/2012|HA|Victoria|04/08/2012
Vic,2012703147_211006_v1_4|B/Maryland/02/2012|HA|Victoria|01/24/2012
Vic,2012704589_214539_v1_4|B/Texas/05/2012|HA|Victoria|03/21/2012
Vic,2012704431_213697_v1_4|B/Texas/03/2012|HA|Victoria|02/29/2012
Vic,2012703336_213529_v1_4|B/Maine/02/2012|HA|Victoria|02/26/2012
Vic,2012704168_210134_v1_4|B/New_Mexico/01/2012|HA|Victoria|01/11/2012
Vic,2012701705_207810_v1_4|B/New_Mexico/07/2011|HA|Victoria|11/21/2011
Vic,2012786288_219743_v1_4|B/New_Jersey/01/2012|HA|Victoria|04/26/2012
Vic,2012786288_219290_v1_4|B/New_Jersey/01/2012|HA|Victoria|04/26/2012
Vic,2012786288_216861_v1_4|B/New_Jersey/01/2012|HA|Victoria|04/26/2012
Vic,2012786288_216874_v1_4|B/New_Jersey/01/2012|HA|Victoria|04/26/2012
Vic,2012705108_209894_v1_4|B/Florida/01/2012|HA|Victoria|01/18/2012
Vic,2012700969_206832_v1_4|B/Florida/14/2011|HA|Victoria|10/22/2011
Vic,b-newjersey-01-2012M2M1haA|B/New_Jersey/01/2012|HA|Victoria|04/26/2012
Vic,b-newjersey-01-2012E4E1haA|B/New_Jersey/01/2012|HA|Victoria|04/26/2012
Vic,WTSI4020-HA|B/New_Jersey/01/2012|HA|Victoria|04/26/2012
Vic,WTSI4019-HA|B/New_Jersey/01/2012|HA|Victoria|04/26/2012
Vic,2012703064_209560_v1_4|B/Kansas/01/2012|HA|Victoria|01/13/2012
Vic,2014703497_253840_v1_4|B/Montana/01/2014|HA|Victoria|03/09/2014
Vic,2014703497_250880_v1_4|B/Montana/01/2014|HA|Victoria|03/09/2014
Vic,2014704655_242690_v1_4|B/Montana/05/2013|HA|Victoria|11/02/2013
Vic,2014701845_251276_v1_4|B/Washington/02/2014|HA|Victoria|03/22/2014
Vic,2014701807_253391_v1_4|B/Washington/03/2014|HA|Victoria|03/05/2014
Vic,2014702535_253372_v1_4|B/Washington/07/2014|HA|Victoria|04/17/2014
Vic,2014701807_250642_v1_4|B/Washington/03/2014|HA|Victoria|03/05/2014
Vic,2014702628_255055_v1_4|B/California/16/2014|HA|Victoria|04/11/2014
Vic,2014702629_255053_v1_4|B/California/17/2014|HA|Victoria|04/13/2014
Vic,2014702549_253379_v1_4|B/California/07/2014|HA|Victoria|04/02/2014
Vic,2014702552_253377_v1_4|B/California/08/2014|HA|Victoria|04/18/2014
Vic,2014701853_251275_v1_4|B/California/06/2014|HA|Victoria|03/11/2014
Vic,2014701799_250352_v1_4|B/California/05/2014|HA|Victoria|02/25/2014
Vic,2014701580_248332_v1_4|B/California/04/2014|HA|Victoria|02/03/2014
Vic,2014701525_248266_v1_4|B/California/02/2014|HA|Victoria|01/26/2014
Vic,2014703446_250509_v1_4|B/Ohio/01/2014|HA|Victoria|02/28/2014
Vic,2014700431_243389_v1_4|B/Ohio/04/2013|HA|Victoria|11/05/2013
Vic,2014702502_253192_v1_4|B/Nevada/06/2014|HA|Victoria|04/14/2014
Vic,2014701771_250350_v1_4|B/Nevada/03/2014|HA|Victoria|03/02/2014
Vic,2014705755_245606_v1_4|B/Nevada/12/2013|HA|Victoria|12/22/2013
Vic,2014755593_251113_v1_4|B/South_Dakota/01/2014|HA|Victoria|03/17/2014
Vic,2014705819_246019_v1_4|B/Arizona/01/2014|HA|Victoria|01/02/2014
Vic,2014705873_246540_v1_4|B/Hawaii/01/2014|HA|Victoria|01/06/2014
Vic,2014705853_246026_v1_4|B/Hawaii/11/2013|HA|Victoria|12/07/2013
Vic,2014701888_251543_v1_4|B/Oklahoma/02/2014|HA|Victoria|03/20/2014
Vic,2014704178_251387_v1_4|B/Washington/04/2014|HA|Victoria|03/26/2014
Vic,2014703579_246050_v1_4|B/Wisconsin/05/2013|HA|Victoria|11/06/2013
Vic,2014703579_243307_v1_4|B/Wisconsin/05/2013|HA|Victoria|11/06/2013
Vic,2014701803_250621_v1_4|B/Nevada/04/2014|HA|Victoria|03/12/2014
Vic,2014701636_249006_v1_4|B/Nevada/02/2014|HA|Victoria|02/11/2014
Vic,2014704996_246279_v1_4|B/Michigan/03/2013|HA|Victoria|12/28/2013
Vic,2014703347_249520_v1_4|B/Florida/04/2014|HA|Victoria|02/17/2014
Vic,2014703011_246271_v1_4|B/Florida/10/2013|HA|Victoria|12/04/2013
Vic,2014703020_246249_v1_4|B/Florida/01/2014|HA|Victoria|01/14/2014
Vic,2014704780_244367_v1_4|B/Florida/08/2013|HA|Victoria|11/30/2013
Vic,2014704683_243025_v1_4|B/Florida/07/2013|HA|Victoria|11/07/2013
Vic,2014760084_253113_v1_4|B/Indiana/02/2014|HA|Victoria|04/24/2014
Vic,2014703476_250892_v1_4|B/Indiana/01/2014|HA|Victoria|02/24/2014
Vic,2014701940_252371_v1_4|B/Texas/07/2014|HA|Victoria|04/03/2014
Vic,2014701843_251268_v1_4|B/Oregon/01/2014|HA|Victoria|03/13/2014
Vic,2014755595_251112_v1_4|B/Texas/04/2014|HA|Victoria|03/25/2014
Vic,2014759949_251448_v1_4|B/South_Carolina/01/2014|HA|Victoria|03/11/2014
Vic,2014705046_247565_v1_4|B/Maryland/01/2014|HA|Victoria|01/02/2014
Vic,2014704403_253016_v1_4|B/Texas/08/2014|HA|Victoria|04/02/2014
Vic,2014705395_249435_v1_4|B/Texas/03/2014|HA|Victoria|02/10/2014
Vic,2014705254_248394_v1_4|B/Texas/01/2014|HA|Victoria|02/01/2014
Vic,2014703937_246195_v1_4|B/Texas/09/2013|HA|Victoria|12/22/2013
Vic,2014703772_245116_v1_4|B/Texas/07/2013|HA|Victoria|12/05/2013
Vic,2014703792_245114_v1_4|B/Texas/08/2013|HA|Victoria|12/11/2013
Vic,2014701242_244660_v1_4|B/Maine/01/2013|HA|Victoria|12/02/2013
Vic,2014760019_252268_v1_4|B/Utah/04/2014|HA|Victoria|04/11/2014
Yam,2013758231_233719_v1_4|B/Illinois/01/2013|HA|Yamagata|01/14/2013
Yam,2013758228_232894_v1_4|B/Oklahoma/02/2013|HA|Yamagata|01/22/2013
Yam,2013758230_232896_v1_4|B/Arizona/01/2013|HA|Yamagata|01/14/2013
Yam,2013761278_236957_v1_4|B/Michigan/06/2013|HA|Yamagata|03/18/2013
Yam,2013761282_236961_v1_4|B/Michigan/07/2013|HA|Yamagata|03/28/2013
Yam,2013703602_231945_v1_4|B/Texas/04/2013|HA|Yamagata|01/09/2013
Yam,2013700618_225365_v1_4|B/Texas/18/2012|HA|Yamagata|11/04/2012
Yam,2013763299_238151_v1_4|B/Montana/03/2013|HA|Yamagata|04/30/2013
Yam,2013703375_235112_v1_4|B/Montana/02/2013|HA|Yamagata|03/06/2013
Yam,2013700160_224452_v1_4|B/Montana/04/2012|HA|Yamagata|09/22/2012
Yam,2013762880_237341_v1_4|B/Minnesota/04/2013|HA|Yamagata|04/08/2013
Yam,2013705514_225713_v1_4|B/Minnesota/04/2012|HA|Yamagata|10/29/2012
Yam,2013700177_224576_v1_4|B/Delaware/10/2012|HA|Yamagata|10/07/2012
Yam,2013700432_224924_v1_4|B/Washington/14/2012|HA|Yamagata|10/20/2012
Yam,2013702797_237154_v1_4|B/California/04/2013|HA|Yamagata|01/19/2013
Yam,2013704979_233681_v1_4|B/California/03/2013|HA|Yamagata|02/08/2013
Yam,2013703316_235097_v1_4|B/Ohio/03/2013|HA|Yamagata|03/13/2013
Yam,2013700950_228915_v1_4|B/Ohio/06/2012|HA|Yamagata|11/19/2012
Yam,2013700950_226980_v1_4|B/Ohio/06/2012|HA|Yamagata|11/19/2012
Yam,2013700278_224797_v1_4|B/Nevada/15/2012|HA|Yamagata|10/10/2012
Yam,2013701375_228135_v1_4|B/Rhode_Island/04/2012|HA|Yamagata|12/03/2012
Yam,2013703102_233403_v1_4|B/South_Dakota/02/2013|HA|Yamagata|02/04/2013
Yam,2013701095_228903_v1_4|B/South_Dakota/07/2012|HA|Yamagata|10/20/2012
Yam,2013701094_227220_v1_4|B/South_Dakota/06/2012|HA|Yamagata|10/17/2012
Yam,2013701087_227215_v1_4|B/South_Dakota/01/2012|HA|Yamagata|10/03/2012
Yam,2013702764_236126_v2_4|B/Arizona/03/2013|HA|Yamagata|01/23/2013
Yam,2013700450_225682_v1_4|B/Missouri/04/2012|HA|Yamagata|10/15/2012
Yam,2013700450_225103_v1_4|B/Missouri/04/2012|HA|Yamagata|10/15/2012
Yam,2013702868_238056_v1_4|B/Hawaii/03/2013|HA|Yamagata|04/05/2013
Yam,2013702833_237974_v1_4|B/Hawaii/02/2013|HA|Yamagata|04/26/2013
Yam,2013704558_226909_v1_4|B/Hawaii/13/2012|HA|Yamagata|11/03/2012
Yam,2013700315_224767_v1_4|B/New_York/11/2012|HA|Yamagata|09/12/2012
Yam,2013700060_224229_v1_4|B/Alabama/02/2012|HA|Yamagata|09/25/2012
Yam,2013704701_230532_v1_4|B/Louisiana/02/2012|HA|Yamagata|12/29/2012
Yam,2013702681_234856_v1_4|B/Nevada/07/2013|HA|Yamagata|03/15/2013
Yam,2013702507_233766_v1_4|B/Nevada/06/2013|HA|Yamagata|02/05/2013
Yam,2013701442_227564_v1_4|B/Nevada/17/2012|HA|Yamagata|12/14/2012
Yam,2013763206_236893_v1_4|B/Michigan/01/2013|HA|Yamagata|03/01/2013
Yam,2013703271_234641_v1_4|B/Michigan/28/2012|HA|Yamagata|12/23/2012
Yam,2013700397_224794_v1_4|B/Michigan/25/2012|HA|Yamagata|09/25/2012
Yam,2013705916_230498_v1_4|B/Missouri/01/2013|HA|Yamagata|01/09/2013
Yam,2013700958_226569_v1_4|B/Missouri/05/2012|HA|Yamagata|11/13/2012
Yam,2013705903_230458_v1_4|B/Massachusetts/09/2012|HA|Yamagata|12/28/2012
Yam,2013701033_226866_v1_4|B/Massachusetts/06/2012|HA|Yamagata|11/29/2012
Yam,2013703200_234233_v1_4|B/Florida/02/2013|HA|Yamagata|02/25/2013
Yam,2013705457_231720_v1_4|B/Florida/01/2013|HA|Yamagata|01/17/2013
Yam,2013705146_227504_v1_4|B/Florida/51/2012|HA|Yamagata|12/03/2012
Yam,2013700615_225375_v1_4|B/Florida/39/2012|HA|Yamagata|10/29/2012
Yam,2013700168_224887_v1_4|B/Florida/37/2012|HA|Yamagata|10/05/2012
Yam,2013700166_224580_v1_4|B/Florida/35/2012|HA|Yamagata|10/03/2012
Yam,2013703291_234646_v1_4|B/Mississippi/02/2013|HA|Yamagata|03/04/2013
Yam,2013705479_233717_v1_4|B/Mississippi/01/2013|HA|Yamagata|01/13/2013
Yam,2013705378_231269_v1_4|B/Mississippi/04/2012|HA|Yamagata|12/10/2012
Yam,2013702769_237014_v1_4|B/Iowa/06/2013|HA|Yamagata|04/02/2013
Yam,2013702767_237016_v1_4|B/Iowa/05/2013|HA|Yamagata|03/31/2013
Yam,2013701051_226988_v1_4|B/Indiana/02/2012|HA|Yamagata|11/16/2012
Yam,2013702350_231112_v1_4|B/Texas/01/2013|HA|Yamagata|01/12/2013
Yam,2013704711_230323_v1_4|B/Oregon/04/2012|HA|Yamagata|12/31/2012
Yam,2013703388_235703_v1_4|B/Kentucky/02/2013|HA|Yamagata|03/11/2013
Yam,2013702818_237150_v1_4|B/Alaska/04/2013|HA|Yamagata|04/17/2013
Yam,2013704600_227360_v1_4|B/Alaska/27/2012|HA|Yamagata|12/06/2012
Yam,2013703805_233884_v1_4|B/Pennsylvania/02/2013|HA|Yamagata|02/18/2013
Yam,2013700415_224886_v1_4|B/Colorado/01/2012|HA|Yamagata|10/15/2012
Yam,2013758238_231758_v1_4|B/Georgia/06/2013|HA|Yamagata|01/17/2013
Yam,2013758236_231624_v1_4|B/Georgia/04/2013|HA|Yamagata|01/15/2013
Yam,2013700981_227329_v1_4|B/Texas/24/2012|HA|Yamagata|11/27/2012
Yam,2013762867_237103_v1_4|B/New_Hampshire/04/2013|HA|Yamagata|04/06/2013
Yam,2013703693_233058_v1_4|B/New_Hampshire/02/2013|HA|Yamagata|01/15/2013
Yam,2013703312_235090_v1_4|B/Illinois/03/2013|HA|Yamagata|03/11/2013
Yam,2013763230_236866_v1_4|B/Wyoming/04/2013|HA|Yamagata|04/03/2013
Yam,2013703076_233388_v1_4|B/Wyoming/02/2013|HA|Yamagata|02/01/2013
Yam,2013701385_227570_v1_4|B/Vermont/07/2012|HA|Yamagata|12/02/2012
Yam,2013702702_235378_v1_4|B/Idaho/02/2013|HA|Yamagata|03/10/2013
Yam,2013704854_231600_v1_4|B/Idaho/01/2013|HA|Yamagata|01/15/2013
Yam,2013700642_225479_v1_4|B/North_Dakota/02/2012|HA|Yamagata|11/02/2012
Yam,2013762894_237335_v1_4|B/Maryland/02/2013|HA|Yamagata|04/07/2013
Yam,2013703980_235007_v1_4|B/Maryland/01/2013|HA|Yamagata|02/25/2013
Yam,2013705963_231371_v1_4|B/Maryland/11/2012|HA|Yamagata|12/21/2012
Yam,2013703828_233891_v1_4|B/Texas/05/2013|HA|Yamagata|02/12/2013
Yam,2013700979_229176_v1_4|B/New_Mexico/04/2012|HA|Yamagata|11/26/2012
Yam,2013703758_233904_v1_4|B/New_York/02/2013|HA|Yamagata|02/03/2013
Yam,2013761351_237291_v1_4|B/North_Carolina/08/2013|HA|Yamagata|04/19/2013
Yam,2013761225_237060_v1_4|B/North_Carolina/06/2013|HA|Yamagata|04/04/2013
Yam,2013761226_237059_v1_4|B/North_Carolina/07/2013|HA|Yamagata|04/07/2013
Yam,2013759823_236275_v1_4|B/North_Carolina/05/2013|HA|Yamagata|03/27/2013
Yam,2013703041_233163_v1_4|B/North_Carolina/01/2013|HA|Yamagata|01/29/2013
Yam,2013705164_227499_v1_4|B/North_Carolina/05/2012|HA|Yamagata|12/04/2012
Yam,2013700525_225250_v1_4|B/North_Carolina/02/2012|HA|Yamagata|10/31/2012
Yam,2013762963_238205_v1_4|B/New_Jersey/08/2013|HA|Yamagata|04/18/2013
Yam,2013762965_238204_v1_4|B/New_Jersey/06/2013|HA|Yamagata|04/27/2013
Yam,2013762879_237346_v1_4|B/New_Jersey/05/2013|HA|Yamagata|04/09/2013
Yam,2013703733_233475_v1_4|B/New_Jersey/03/2013|HA|Yamagata|02/04/2013
Yam,2013703423_235930_v1_4|B/Utah/04/2013|HA|Yamagata|03/13/2013
Yam,2013703236_234251_v1_4|B/Utah/03/2013|HA|Yamagata|03/03/2013
Yam,2013705394_231693_v1_4|B/Utah/01/2013|HA|Yamagata|01/10/2013
Yam,2013705130_227515_v1_4|B/Utah/13/2012|HA|Yamagata|12/08/2012
Yam,2013705356_231253_v1_4|B/Florida/57/2012|HA|Yamagata|12/28/2012
Yam,3000093692_264627_v1_4|B/Georgia/04/2014|HA|Yamagata|12/02/2014
Yam,3000097114_266266_v1_4|B/Pennsylvania/04/2015|HA|Yamagata|01/30/2015
Yam,3000094139_264149_v1_4|B/Virginia/07/2014|HA|Yamagata|12/28/2014
Yam,3000096408_267767_v1_4|B/Montana/04/2015|HA|Yamagata|03/04/2015
Yam,3000092730_259996_v1_4|B/Montana/03/2014|HA|Yamagata|10/20/2014
Yam,3000383716_269230_v1_4|B/Minnesota/09/2015|HA|Yamagata|03/11/2015
Yam,3000398745_269869_v1_4|B/Minnesota/12/2015|HA|Yamagata|03/03/2015
Yam,3000383940_270765_v1_4|B/Delaware/11/2015|HA|Yamagata|04/28/2015
Yam,3000383937_270776_v1_4|B/Delaware/08/2015|HA|Yamagata|04/19/2015
Yam,3000383802_269600_v1_4|B/Delaware/06/2015|HA|Yamagata|04/02/2015
Yam,3000097417_262332_v1_4|B/Delaware/06/2014|HA|Yamagata|12/12/2014
Yam,3000385608_270292_v1_4|B/Washington/32/2015|HA|Yamagata|04/18/2015
Yam,3000385604_270294_v1_4|B/Washington/29/2015|HA|Yamagata|04/27/2015
Yam,3000096976_264555_v1_4|B/Washington/02/2015|HA|Yamagata|01/07/2015
Yam,3000096978_264970_v1_4|B/Washington/19/2014|HA|Yamagata|12/29/2014
Yam,3000383551_267891_v1_4|B/Virginia/06/2015|HA|Yamagata|03/03/2015
Yam,3000383548_267463_v1_4|B/Virginia/05/2015|HA|Yamagata|03/03/2015
Yam,3000385565_270303_v1_4|B/California/57/2015|HA|Yamagata|04/20/2015
Yam,3000094521_268025_v1_4|B/California/10/2015|HA|Yamagata|02/11/2015
Yam,3000094609_268332_v1_4|B/California/09/2015|HA|Yamagata|03/09/2015
Yam,3000096875_262144_v1_4|B/California/33/2014|HA|Yamagata|12/16/2014
Yam,3000384125_270053_v1_4|B/Ohio/14/2015|HA|Yamagata|04/07/2015
Yam,3000096491_267928_v1_4|B/Ohio/07/2015|HA|Yamagata|03/09/2015
Yam,3000096490_267797_v1_4|B/Ohio/06/2015|HA|Yamagata|03/03/2015
Yam,3000096489_267780_v1_4|B/Ohio/05/2015|HA|Yamagata|03/04/2015
Yam,3000097970_263401_v1_4|B/Ohio/06/2014|HA|Yamagata|12/24/2014
Yam,3000096172_268508_v1_4|B/Nevada/04/2015|HA|Yamagata|03/28/2015
Yam,3000096170_268507_v1_4|B/Nevada/02/2015|HA|Yamagata|03/25/2015
Yam,3000094674_269813_v1_4|B/Hawaii/03/2015|HA|Yamagata|03/27/2015
Yam,3000097191_267330_v1_4|B/Hawaii/02/2015|HA|Yamagata|01/27/2015
Yam,3000383934_270386_v1_4|B/Nebraska/10/2015|HA|Yamagata|04/09/2015
Yam,3000096425_267717_v1_4|B/Tennessee/03/2015|HA|Yamagata|02/28/2015
Yam,3000096423_267723_v1_4|B/Tennessee/01/2015|HA|Yamagata|03/02/2015
Yam,3000096494_267804_v1_4|B/Alabama/03/2015|HA|Yamagata|03/09/2015
Yam,3000093222_260727_v1_4|B/Louisiana/12/2014|HA|Yamagata|11/21/2014
Yam,3000383750_269216_v1_4|B/Wisconsin/17/2015|HA|Yamagata|03/23/2015
Yam,3000383692_268895_v1_4|B/Washington/12/2015|HA|Yamagata|03/16/2015
Yam,3000383690_268914_v1_4|B/Washington/11/2015|HA|Yamagata|03/05/2015
Yam,3000383686_268891_v1_4|B/Wisconsin/13/2015|HA|Yamagata|03/18/2015
Yam,3000383836_269571_v1_4|B/Wisconsin/22/2015|HA|Yamagata|04/20/2015
Yam,3000383835_269611_v1_4|B/Wisconsin/23/2015|HA|Yamagata|04/12/2015
Yam,3000097373_261873_v1_4|B/Wisconsin/14/2014|HA|Yamagata|12/05/2014
Yam,3000097297_261205_v1_4|B/Wisconsin/12/2014|HA|Yamagata|11/26/2014
Yam,3000094503_270320_v1_4|B/Arkansas/10/2015|HA|Yamagata|03/08/2015
Yam,3000093099_260839_v1_4|B/Missouri/02/2014|HA|Yamagata|11/18/2014
Yam,3000383974_270762_v1_4|B/Massachusetts/13/2015|HA|Yamagata|04/22/2015
Yam,3000383852_270177_v1_4|B/Massachusetts/11/2015|HA|Yamagata|04/13/2015
Yam,3000092316_260375_v1_4|B/Florida/48/2014|HA|Yamagata|09/24/2014
Yam,3000094640_269323_v1_4|B/Iowa/12/2015|HA|Yamagata|03/20/2015
Yam,3000093022_260370_v1_4|B/Iowa/13/2014|HA|Yamagata|10/18/2014
Yam,3000384175_271227_v1_4|B/Indiana/20/2015|HA|Yamagata|04/10/2015
Yam,3000096908_263551_v1_4|B/Texas/43/2014|HA|Yamagata|12/26/2014
Yam,3000383804_269570_v1_4|B/Connecticut/04/2015|HA|Yamagata|03/24/2015
Yam,3000384341_270998_v1_4|B/Kentucky/23/2015|HA|Yamagata|04/20/2015
Yam,3000096512_267751_v1_4|B/Kentucky/05/2015|HA|Yamagata|03/06/2015
Yam,3000096714_260644_v1_4|B/Alaska/29/2014|HA|Yamagata|10/27/2014
Yam,3000096005_267808_v1_4|B/Pennsylvania/06/2015|HA|Yamagata|03/05/2015
Yam,3000095326_265752_v1_4|B/Pennsylvania/01/2015|HA|Yamagata|02/05/2015
Yam,3000093245_261646_v1_4|B/Pennsylvania/07/2014|HA|Yamagata|11/24/2014
Yam,3000097803_261060_v1_4|B/Colorado/02/2014|HA|Yamagata|11/24/2014
Yam,3000096110_268503_v1_4|B/Georgia/06/2015|HA|Yamagata|03/09/2015
Yam,3000095330_265933_v1_4|B/Georgia/02/2015|HA|Yamagata|02/04/2015
Yam,3000095328_265924_v1_4|B/Georgia/01/2015|HA|Yamagata|02/03/2015
Yam,3000383962_270784_v1_4|B/New_Hampshire/12/2015|HA|Yamagata|04/19/2015
Yam,3000383721_269238_v1_4|B/New_Hampshire/08/2015|HA|Yamagata|03/27/2015
Yam,3000097711_264901_v1_4|B/New_Hampshire/02/2015|HA|Yamagata|01/12/2015
Yam,3000096417_267774_v1_4|B/Illinois/02/2015|HA|Yamagata|02/19/2015
Yam,3000384343_270992_v1_4|B/Wyoming/26/2015|HA|Yamagata|04/19/2015
Yam,3000096498_267718_v1_4|B/Wyoming/09/2015|HA|Yamagata|03/05/2015
Yam,3000383781_269588_v1_4|B/Vermont/12/2015|HA|Yamagata|04/01/2015
Yam,3000097147_266818_v1_4|B/Idaho/03/2015|HA|Yamagata|02/04/2015
Yam,3000384313_270708_v1_4|B/North_Dakota/33/2015|HA|Yamagata|04/20/2015
Yam,3000384011_271594_v1_4|B/Maryland/15/2015|HA|Yamagata|04/11/2015
Yam,3000411870_272626_v1_4|B/Maryland/25/2015|HA|Yamagata|04/22/2015
Yam,3000411868_272543_v1_4|B/Maryland/23/2015|HA|Yamagata|04/20/2015
Yam,3000097491_263204_v1_4|B/Maryland/19/2014|HA|Yamagata|12/04/2014
Yam,3000092717_260058_v1_4|B/Maryland/14/2014|HA|Yamagata|10/11/2014
Yam,3000383633_268246_v1_4|B/Texas/18/2015|HA|Yamagata|03/17/2015
Yam,3000094875_266446_v1_4|B/Texas/05/2015|HA|Yamagata|02/12/2015
Yam,3025627035_ZZYPOBWI_v1_4|B/New_York/50/2016|HA|Yamagata|04/17/2015
Yam,3000383863_270155_v1_4|B/New_York/17/2015|HA|Yamagata|04/10/2015
Yam,3000094997_267443_v1_4|B/New_York/02/2015|HA|Yamagata|02/01/2015
Yam,3000383864_270152_v1_4|B/New_York/18/2015|HA|Yamagata|04/08/2015
Yam,3000096446_267798_v1_4|B/North_Carolina/05/2015|HA|Yamagata|03/03/2015
Yam,3000097820_261607_v1_4|B/North_Carolina/07/2014|HA|Yamagata|11/24/2014
Yam,3000383995_271097_v1_4|B/New_Jersey/10/2015|HA|Yamagata|04/18/2015
Yam,3000097679_264898_v1_4|B/New_Jersey/02/2015|HA|Yamagata|01/11/2015
